,filename,label
0,/opt/airflow/data/raw/train/n03888257/n03888257_61633.JPEG,parachute
1,/opt/airflow/data/raw/train/n03888257/n03888257_10037.JPEG,parachute
2,/opt/airflow/data/raw/train/n03888257/n03888257_5334.JPEG,parachute
3,/opt/airflow/data/raw/train/n03888257/n03888257_6369.JPEG,parachute
4,/opt/airflow/data/raw/train/n03888257/n03888257_51188.JPEG,parachute
5,/opt/airflow/data/raw/train/n03888257/n03888257_30997.JPEG,parachute
6,/opt/airflow/data/raw/train/n03888257/n03888257_16673.JPEG,parachute
7,/opt/airflow/data/raw/train/n03888257/n03888257_38373.JPEG,parachute
8,/opt/airflow/data/raw/train/n03888257/n03888257_28999.JPEG,parachute
9,/opt/airflow/data/raw/train/n03888257/n03888257_34355.JPEG,parachute
10,/opt/airflow/data/raw/train/n03888257/n03888257_5109.JPEG,parachute
11,/opt/airflow/data/raw/train/n03888257/n03888257_11313.JPEG,parachute
12,/opt/airflow/data/raw/train/n03888257/n03888257_2778.JPEG,parachute
13,/opt/airflow/data/raw/train/n03888257/n03888257_65828.JPEG,parachute
14,/opt/airflow/data/raw/train/n03888257/n03888257_20893.JPEG,parachute
15,/opt/airflow/data/raw/train/n03888257/n03888257_9997.JPEG,parachute
16,/opt/airflow/data/raw/train/n03888257/n03888257_9193.JPEG,parachute
17,/opt/airflow/data/raw/train/n03888257/n03888257_11759.JPEG,parachute
18,/opt/airflow/data/raw/train/n03888257/n03888257_5218.JPEG,parachute
19,/opt/airflow/data/raw/train/n03888257/n03888257_33544.JPEG,parachute
20,/opt/airflow/data/raw/train/n03888257/n03888257_37365.JPEG,parachute
21,/opt/airflow/data/raw/train/n03888257/n03888257_14304.JPEG,parachute
22,/opt/airflow/data/raw/train/n03888257/n03888257_32725.JPEG,parachute
23,/opt/airflow/data/raw/train/n03888257/n03888257_14089.JPEG,parachute
24,/opt/airflow/data/raw/train/n03888257/n03888257_10933.JPEG,parachute
25,/opt/airflow/data/raw/train/n03888257/n03888257_9458.JPEG,parachute
26,/opt/airflow/data/raw/train/n03888257/n03888257_18908.JPEG,parachute
27,/opt/airflow/data/raw/train/n03888257/n03888257_31336.JPEG,parachute
28,/opt/airflow/data/raw/train/n03888257/n03888257_44074.JPEG,parachute
29,/opt/airflow/data/raw/train/n03888257/n03888257_11098.JPEG,parachute
30,/opt/airflow/data/raw/train/n03888257/n03888257_2187.JPEG,parachute
31,/opt/airflow/data/raw/train/n03888257/n03888257_12165.JPEG,parachute
32,/opt/airflow/data/raw/train/n03888257/n03888257_1767.JPEG,parachute
33,/opt/airflow/data/raw/train/n03888257/n03888257_36469.JPEG,parachute
34,/opt/airflow/data/raw/train/n03888257/n03888257_17585.JPEG,parachute
35,/opt/airflow/data/raw/train/n03888257/n03888257_16369.JPEG,parachute
36,/opt/airflow/data/raw/train/n03888257/n03888257_12055.JPEG,parachute
37,/opt/airflow/data/raw/train/n03888257/n03888257_4259.JPEG,parachute
38,/opt/airflow/data/raw/train/n03888257/n03888257_19163.JPEG,parachute
39,/opt/airflow/data/raw/train/n03888257/n03888257_44925.JPEG,parachute
40,/opt/airflow/data/raw/train/n03888257/n03888257_41295.JPEG,parachute
41,/opt/airflow/data/raw/train/n03888257/n03888257_18105.JPEG,parachute
42,/opt/airflow/data/raw/train/n03888257/n03888257_23437.JPEG,parachute
43,/opt/airflow/data/raw/train/n03888257/n03888257_19095.JPEG,parachute
44,/opt/airflow/data/raw/train/n03888257/n03888257_8334.JPEG,parachute
45,/opt/airflow/data/raw/train/n03888257/n03888257_12094.JPEG,parachute
46,/opt/airflow/data/raw/train/n03888257/n03888257_62025.JPEG,parachute
47,/opt/airflow/data/raw/train/n03888257/n03888257_16299.JPEG,parachute
48,/opt/airflow/data/raw/train/n03888257/n03888257_37623.JPEG,parachute
49,/opt/airflow/data/raw/train/n03888257/n03888257_44204.JPEG,parachute
50,/opt/airflow/data/raw/train/n03888257/n03888257_69239.JPEG,parachute
51,/opt/airflow/data/raw/train/n03888257/n03888257_70876.JPEG,parachute
52,/opt/airflow/data/raw/train/n03888257/n03888257_17133.JPEG,parachute
53,/opt/airflow/data/raw/train/n03888257/n03888257_9666.JPEG,parachute
54,/opt/airflow/data/raw/train/n03888257/n03888257_22655.JPEG,parachute
55,/opt/airflow/data/raw/train/n03888257/n03888257_56355.JPEG,parachute
56,/opt/airflow/data/raw/train/n03888257/n03888257_8338.JPEG,parachute
57,/opt/airflow/data/raw/train/n03888257/n03888257_1175.JPEG,parachute
58,/opt/airflow/data/raw/train/n03888257/n03888257_18023.JPEG,parachute
59,/opt/airflow/data/raw/train/n03888257/n03888257_10639.JPEG,parachute
60,/opt/airflow/data/raw/train/n03888257/n03888257_18725.JPEG,parachute
61,/opt/airflow/data/raw/train/n03888257/n03888257_8199.JPEG,parachute
62,/opt/airflow/data/raw/train/n03888257/n03888257_19648.JPEG,parachute
63,/opt/airflow/data/raw/train/n03888257/n03888257_25644.JPEG,parachute
64,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00034544.JPEG,parachute
65,/opt/airflow/data/raw/train/n03888257/n03888257_30916.JPEG,parachute
66,/opt/airflow/data/raw/train/n03888257/n03888257_11237.JPEG,parachute
67,/opt/airflow/data/raw/train/n03888257/n03888257_61136.JPEG,parachute
68,/opt/airflow/data/raw/train/n03888257/n03888257_94.JPEG,parachute
69,/opt/airflow/data/raw/train/n03888257/n03888257_23338.JPEG,parachute
70,/opt/airflow/data/raw/train/n03888257/n03888257_12195.JPEG,parachute
71,/opt/airflow/data/raw/train/n03888257/n03888257_18356.JPEG,parachute
72,/opt/airflow/data/raw/train/n03888257/n03888257_383.JPEG,parachute
73,/opt/airflow/data/raw/train/n03888257/n03888257_27333.JPEG,parachute
74,/opt/airflow/data/raw/train/n03888257/n03888257_13016.JPEG,parachute
75,/opt/airflow/data/raw/train/n03888257/n03888257_9908.JPEG,parachute
76,/opt/airflow/data/raw/train/n03888257/n03888257_1593.JPEG,parachute
77,/opt/airflow/data/raw/train/n03888257/n03888257_1097.JPEG,parachute
78,/opt/airflow/data/raw/train/n03888257/n03888257_38613.JPEG,parachute
79,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00041706.JPEG,parachute
80,/opt/airflow/data/raw/train/n03888257/n03888257_54295.JPEG,parachute
81,/opt/airflow/data/raw/train/n03888257/n03888257_68897.JPEG,parachute
82,/opt/airflow/data/raw/train/n03888257/n03888257_9839.JPEG,parachute
83,/opt/airflow/data/raw/train/n03888257/n03888257_15299.JPEG,parachute
84,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00017919.JPEG,parachute
85,/opt/airflow/data/raw/train/n03888257/n03888257_18208.JPEG,parachute
86,/opt/airflow/data/raw/train/n03888257/n03888257_13565.JPEG,parachute
87,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00031268.JPEG,parachute
88,/opt/airflow/data/raw/train/n03888257/n03888257_3387.JPEG,parachute
89,/opt/airflow/data/raw/train/n03888257/n03888257_20945.JPEG,parachute
90,/opt/airflow/data/raw/train/n03888257/n03888257_31624.JPEG,parachute
91,/opt/airflow/data/raw/train/n03888257/n03888257_17269.JPEG,parachute
92,/opt/airflow/data/raw/train/n03888257/n03888257_24519.JPEG,parachute
93,/opt/airflow/data/raw/train/n03888257/n03888257_10844.JPEG,parachute
94,/opt/airflow/data/raw/train/n03888257/n03888257_17929.JPEG,parachute
95,/opt/airflow/data/raw/train/n03888257/n03888257_35969.JPEG,parachute
96,/opt/airflow/data/raw/train/n03888257/n03888257_35848.JPEG,parachute
97,/opt/airflow/data/raw/train/n03888257/n03888257_25456.JPEG,parachute
98,/opt/airflow/data/raw/train/n03888257/n03888257_12049.JPEG,parachute
99,/opt/airflow/data/raw/train/n03888257/n03888257_1553.JPEG,parachute
100,/opt/airflow/data/raw/train/n03888257/n03888257_6059.JPEG,parachute
101,/opt/airflow/data/raw/train/n03888257/n03888257_949.JPEG,parachute
102,/opt/airflow/data/raw/train/n03888257/n03888257_10919.JPEG,parachute
103,/opt/airflow/data/raw/train/n03888257/n03888257_226.JPEG,parachute
104,/opt/airflow/data/raw/train/n03888257/n03888257_9399.JPEG,parachute
105,/opt/airflow/data/raw/train/n03888257/n03888257_10999.JPEG,parachute
106,/opt/airflow/data/raw/train/n03888257/n03888257_27595.JPEG,parachute
107,/opt/airflow/data/raw/train/n03888257/n03888257_23233.JPEG,parachute
108,/opt/airflow/data/raw/train/n03888257/n03888257_18267.JPEG,parachute
109,/opt/airflow/data/raw/train/n03888257/n03888257_17175.JPEG,parachute
110,/opt/airflow/data/raw/train/n03888257/n03888257_5757.JPEG,parachute
111,/opt/airflow/data/raw/train/n03888257/n03888257_20676.JPEG,parachute
112,/opt/airflow/data/raw/train/n03888257/n03888257_17848.JPEG,parachute
113,/opt/airflow/data/raw/train/n03888257/n03888257_73265.JPEG,parachute
114,/opt/airflow/data/raw/train/n03888257/n03888257_22545.JPEG,parachute
115,/opt/airflow/data/raw/train/n03888257/n03888257_1876.JPEG,parachute
116,/opt/airflow/data/raw/train/n03888257/n03888257_56667.JPEG,parachute
117,/opt/airflow/data/raw/train/n03888257/n03888257_14583.JPEG,parachute
118,/opt/airflow/data/raw/train/n03888257/n03888257_16575.JPEG,parachute
119,/opt/airflow/data/raw/train/n03888257/n03888257_31587.JPEG,parachute
120,/opt/airflow/data/raw/train/n03888257/n03888257_38723.JPEG,parachute
121,/opt/airflow/data/raw/train/n03888257/n03888257_18637.JPEG,parachute
122,/opt/airflow/data/raw/train/n03888257/n03888257_21298.JPEG,parachute
123,/opt/airflow/data/raw/train/n03888257/n03888257_31169.JPEG,parachute
124,/opt/airflow/data/raw/train/n03888257/n03888257_21346.JPEG,parachute
125,/opt/airflow/data/raw/train/n03888257/n03888257_14005.JPEG,parachute
126,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00020698.JPEG,parachute
127,/opt/airflow/data/raw/train/n03888257/n03888257_1389.JPEG,parachute
128,/opt/airflow/data/raw/train/n03888257/n03888257_3607.JPEG,parachute
129,/opt/airflow/data/raw/train/n03888257/n03888257_30377.JPEG,parachute
130,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00009269.JPEG,parachute
131,/opt/airflow/data/raw/train/n03888257/n03888257_11694.JPEG,parachute
132,/opt/airflow/data/raw/train/n03888257/n03888257_4683.JPEG,parachute
133,/opt/airflow/data/raw/train/n03888257/n03888257_48.JPEG,parachute
134,/opt/airflow/data/raw/train/n03888257/n03888257_17326.JPEG,parachute
135,/opt/airflow/data/raw/train/n03888257/n03888257_6453.JPEG,parachute
136,/opt/airflow/data/raw/train/n03888257/n03888257_14859.JPEG,parachute
137,/opt/airflow/data/raw/train/n03888257/n03888257_10564.JPEG,parachute
138,/opt/airflow/data/raw/train/n03888257/n03888257_1137.JPEG,parachute
139,/opt/airflow/data/raw/train/n03888257/n03888257_9864.JPEG,parachute
140,/opt/airflow/data/raw/train/n03888257/n03888257_74308.JPEG,parachute
141,/opt/airflow/data/raw/train/n03888257/n03888257_16315.JPEG,parachute
142,/opt/airflow/data/raw/train/n03888257/n03888257_23868.JPEG,parachute
143,/opt/airflow/data/raw/train/n03888257/n03888257_2924.JPEG,parachute
144,/opt/airflow/data/raw/train/n03888257/n03888257_20124.JPEG,parachute
145,/opt/airflow/data/raw/train/n03888257/n03888257_36918.JPEG,parachute
146,/opt/airflow/data/raw/train/n03888257/n03888257_14368.JPEG,parachute
147,/opt/airflow/data/raw/train/n03888257/n03888257_17783.JPEG,parachute
148,/opt/airflow/data/raw/train/n03888257/n03888257_13894.JPEG,parachute
149,/opt/airflow/data/raw/train/n03888257/n03888257_74946.JPEG,parachute
150,/opt/airflow/data/raw/train/n03888257/n03888257_17206.JPEG,parachute
151,/opt/airflow/data/raw/train/n03888257/n03888257_12446.JPEG,parachute
152,/opt/airflow/data/raw/train/n03888257/n03888257_48334.JPEG,parachute
153,/opt/airflow/data/raw/train/n03888257/ILSVRC2012_val_00047705.JPEG,parachute
154,/opt/airflow/data/raw/train/n03888257/n03888257_28865.JPEG,parachute
155,/opt/airflow/data/raw/train/n03888257/n03888257_35033.JPEG,parachute
156,/opt/airflow/data/raw/train/n03888257/n03888257_63169.JPEG,parachute
157,/opt/airflow/data/raw/train/n03888257/n03888257_65206.JPEG,parachute
158,/opt/airflow/data/raw/train/n03888257/n03888257_33739.JPEG,parachute
159,/opt/airflow/data/raw/train/n03888257/n03888257_27343.JPEG,parachute
160,/opt/airflow/data/raw/train/n03888257/n03888257_43813.JPEG,parachute
161,/opt/airflow/data/raw/train/n03888257/n03888257_4239.JPEG,parachute
162,/opt/airflow/data/raw/train/n03888257/n03888257_28228.JPEG,parachute
163,/opt/airflow/data/raw/train/n03888257/n03888257_23815.JPEG,parachute
164,/opt/airflow/data/raw/train/n03888257/n03888257_8498.JPEG,parachute
165,/opt/airflow/data/raw/train/n03888257/n03888257_5327.JPEG,parachute
166,/opt/airflow/data/raw/train/n03888257/n03888257_34374.JPEG,parachute
167,/opt/airflow/data/raw/train/n03888257/n03888257_11053.JPEG,parachute
168,/opt/airflow/data/raw/train/n03888257/n03888257_15096.JPEG,parachute
169,/opt/airflow/data/raw/train/n03888257/n03888257_9456.JPEG,parachute
170,/opt/airflow/data/raw/train/n03888257/n03888257_15816.JPEG,parachute
171,/opt/airflow/data/raw/train/n03888257/n03888257_9609.JPEG,parachute
172,/opt/airflow/data/raw/train/n03888257/n03888257_2734.JPEG,parachute
173,/opt/airflow/data/raw/train/n03888257/n03888257_28095.JPEG,parachute
